# Region type : patch outlet
# Faces       : 248
# Area        : 3.740941e+01
# Scale factor: 1.000000e+00
# Time        	sum(phi)
0.31537       	-2.383363e+02
0.315533      	-2.376706e+02
0.315695      	-2.369903e+02
0.315858      	-2.362955e+02
0.316019      	-2.355863e+02
0.316181      	-2.348629e+02
0.316343      	-2.341257e+02
0.316505      	-2.333756e+02
0.316666      	-2.326133e+02
0.316828      	-2.318404e+02
0.316989      	-2.310584e+02
0.31715       	-2.302695e+02
0.317311      	-2.294757e+02
0.31747       	-2.286788e+02
0.317629      	-2.278801e+02
0.317787      	-2.270803e+02
0.317944      	-2.262798e+02
0.318101      	-2.254789e+02
0.318257      	-2.246777e+02
0.318413      	-2.238766e+02
0.318569      	-2.230759e+02
0.318725      	-2.222763e+02
0.318881      	-2.214786e+02
0.319036      	-2.206835e+02
0.319191      	-2.198922e+02
0.319346      	-2.191054e+02
0.319501      	-2.183242e+02
0.319655      	-2.175493e+02
0.31981       	-2.167814e+02
0.319964      	-2.160213e+02
0.320117      	-2.152696e+02
0.320271      	-2.145270e+02
0.320424      	-2.137940e+02
0.320577      	-2.130713e+02
0.32073       	-2.123595e+02
0.320883      	-2.116590e+02
0.321035      	-2.109702e+02
0.321188      	-2.102935e+02
0.32134       	-2.096300e+02
0.321492      	-2.089846e+02
0.321641      	-2.083576e+02
0.321791      	-2.077475e+02
0.32194       	-2.071526e+02
0.322089      	-2.065717e+02
0.322238      	-2.060046e+02
0.322388      	-2.054517e+02
0.322538      	-2.049140e+02
0.322688      	-2.043925e+02
0.322837      	-2.038884e+02
